"","zip","Case.Type","Case.Number","Status","Source","Incident.Date","Incident.Time","Incident.Location.Type","Incident.Location","Incident.City","Incident.State","Incident.County","Child.ID.1","Child.ID.2","Child.ID.3","Child.ID.4","Child.ID.5","Child.ID.6","Child.Race.1","Child.Race.2","Child.Race.3","Child.Race.4","Child.Race.5","Child.Race.6","Child.Gender.1","Child.Gender.2","Child.Gender.3","Child.Gender.4","Child.Gender.5","Child.Gender.6","Child.Perceived.Age.1","Child.Perceived.Age.2","Child.Perceived.Age.3","Child.Perceived.Age.4","Child.Perceived.Age.5","Child.Perceived.Age.6","Offender.Gender.1","Offender.Gender.2","Offender.Gender.3","Offender.Race.1","Offender.Race.2","Offender.Race.3","Offender.Age.1","Offender.Age.2","Offender.Age.3","Offender.Perceived.Age.1","Offender.Perceived.Age.2","Offender.Perceived.Age.3","Vehicle.Style.1","Vehicle.Style.2","Vehicle.Color.1","Vehicle.Color.2","How.Got.Away","How.Got.Away.Detail","Offender.Method.Animal","Offender.Method.Candy","Offender.Method.Money","Offender.Method.Ride","Offender.Method.Other","Offender.Method.Other.Detail","city","state","latitude","longitude"
"71",11581,"Attempted Abduction",1259582,"Closed","Internet",2015-10-12,"12:00 AM","Retail - Other","1098 Green Acres Mall","Valley Stream","NY","Nassau",550251,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","1","","","","","","Male","Female","","Unknown","Hispanic","","",NA,NA,"Unknown","Unknown","","","","Black","","Adult/Child Intervened","",0,0,0,0,1,"None","Valley Stream","NY",40.651733,-73.71079
"72",11590,"Attempted Abduction",1250300,"Closed","Internet",NA,"5:43 PM","Street","Post Ave","Westbury","NY","Nassau",536361,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","5","","","","","","Male","","","Unknown","","","35",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Westbury","NY",40.756287,-73.57536
"73",11598,"Attempted Abduction",1260902,"Closed","Internet",2016-11-01,"12:15 PM","Street","W Broadway","Woodmere","NY","Nassau",552100,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","1.5","","","","","","Male","","","Unknown","","","44",NA,NA,"Unknown","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Woodmere","NY",40.633103,-73.71404
"74",11691,"Attempted Abduction",1245476,"Closed","Internet",NA,"2:00 PM","Street","Mott Ave & Bay 24th St","Queens","NY","New York",528674,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","Sedan, 2 door","","","","Ran Away","",0,0,0,0,1,"None","Far Rockaway","NY",40.60002,-73.75962
"75",11691,"Attempted Abduction",1273751,"Closed","Internet",2016-01-08,"9:30 AM","Park","Mott Ave","Far Rockaway","NY","Queens",570330,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","4","","","","","","Female","","","Unknown","","","41",NA,NA,"","","","","","","","Adult/Child Intervened","",0,1,0,0,0,"","Far Rockaway","NY",40.60002,-73.75962
"76",11710,"Attempted Abduction",1215103,"Closed","Internet",NA,"12:00 AM","Street","707 Wyckoff Ave","Bellmore","NY","Nassau",486050,486051,NA,NA,NA,NA,"White","White","","","","","Female","Female","","","","","14","Unknown","","","","","Male","","","White","","","",NA,NA,"40","","","","","Red","","Ran Away","",0,0,0,0,1,"None","Bellmore","NY",40.673438,-73.53382
"77",11710,"Attempted Abduction",1215156,"Closed","Internet",NA,"12:00 AM","School - Bus Stop","Hewlett Ln & Marie Ct","Bellmore","NY","Nassau",486113,486114,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Other","Suspect drove away",0,0,0,0,1,"None","Bellmore","NY",40.673438,-73.53382
"78",11710,"Attempted Abduction",1215096,"Closed","Internet",2013-10-04,"12:00 AM","Street","Grand Av & Michell St","Bellmore","NY","Nassau",486039,NA,NA,NA,NA,NA,"White","","","","","","Female","","","","","","14","","","","","","Male","","","Hispanic","","","",NA,NA,"20-29","","","Sedan, 4 door","","Green","","Ran Away","",0,0,0,0,1,"Waiving","Bellmore","NY",40.673438,-73.53382
"79",11710,"Attempted Abduction",1215106,"Closed","Internet",NA,"3:10 PM","Street","Lincoln Blvd & Chicago Ave","North Bellmore","NY","Nassau",486054,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sedan, 4 door","","Green","","Ran Away","",0,0,0,0,1,"None","Bellmore","NY",40.673438,-73.53382
"80",11710,"Attempted Abduction",1215100,"Closed","Internet",NA,"12:00 AM","Street","2157 Jeffrey Dr","North Bellmore","NY","Nassau",486043,486044,486045,NA,NA,NA,"White","Unknown","Unknown","","","","Female","Unknown","Unknown","","","","12","Unknown","Unknown","","","","Male","","","Unknown","","","",NA,NA,"40","","","Van","","White","","Other","Suspect drove away",0,0,0,0,1,"None","Bellmore","NY",40.673438,-73.53382
"81",11710,"Attempted Abduction",1215155,"Closed","Internet",2013-03-04,"12:00 AM","Street","Beltagh Ave & Jefferson Ave","Bellmore","NY","Nassau",486110,486111,NA,NA,NA,NA,"White","White","","","","","Female","Female","","","","","14","14","","","","","Male","","","Unknown","","","",NA,NA,"30-39","","","Pickup Truck","","White","","Other","Suspect drove away",0,0,0,0,1,"None","Bellmore","NY",40.673438,-73.53382
"82",11724,"Attempted Abduction",1266276,"Closed","Internet",2016-08-03,"8:20 AM","Street","Thicket Dr","Cold Spring Harbor","NY","Suffolk",559862,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"20-29","","","Sedan, 4 door","","Tan","","Ran Away","",0,0,0,0,1,"Called over","Cold Spring Harbor","NY",40.865731,-73.44645
"83",11729,"Attempted Abduction",1260921,"Closed","Internet",2016-06-01,"3:10 PM","Parking Lot/Garage","Lake Ave","Deer Park","NY","Suffolk",552126,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","White","","Unknown","",0,0,1,0,0,"","Deer Park","NY",40.760698,-73.33007
"84",11729,"Attempted Abduction",1260920,"Closed","Internet",2016-08-01,"3:50 PM","Street","W 8th St & Park Ave","Deer Park","NY","Suffolk",552124,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Dark","","Unknown","",0,0,1,0,1,"Restaurant","Deer Park","NY",40.760698,-73.33007
"85",11743,"Attempted Abduction",1188432,"Closed","Internet",NA,"6:50 AM","Street","Morris Ave","Elwood","NY","Suffolk",456573,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Unknown","","","",NA,NA,"20-30","","","","","","","Fought/Broke Free","",0,0,0,0,1,"None","Huntington","NY",40.867498,-73.41146
"86",11749,"Attempted Abduction",1284609,"Closed","Internet",NA,"8:45 PM","Retail - Other","1850 Veterans Memorial Hwy","Islandia","NY","Suffolk",584837,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","5","","","","","","Male","","","White","","","22",NA,NA,"","","","","","","","Released","",0,0,0,0,1,"Winks and nods","Islandia","NY",40.922326,-72.637078
"87",11784,"Attempted Abduction",1246732,"Closed","Internet",2015-10-04,"5:00 PM","Street","Boyle Rd & Strauss Ave","Selden","NY","Suffolk",530608,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Unknown","","","21",NA,NA,"","","","","","","","Ignored/Refused","",0,0,0,1,1,"Directions","Selden","NY",40.869274,-73.04254
"88",11901,"Attempted Abduction",1191597,"Closed","Internet",NA,"8:15 AM","School - Facility","700 Harrison Ave","Riverhead","NY","Suffolk",460040,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","White","","","76",NA,NA,"","","","","","","","Unknown","",0,0,1,0,1,"Conversation","Riverhead","NY",40.926595,-72.65327
"89",11901,"Attempted Abduction",1191598,"Closed","Internet",NA,"8:15 AM","Street","700 Harrison Ave","Riverhead","NY","Suffolk",460041,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","White","","","76",NA,NA,"","","","","","","","Unknown","",0,0,1,0,1,"Conversation","Riverhead","NY",40.926595,-72.65327
"90",12047,"Attempted Abduction",1190635,"Closed","Internet",2012-06-03,"8:40 AM","Outdoor - Open Area","Mohawk Hudson Bikeway","Cohoes","NY","Albany",458999,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","14","","","","","","Male","","","White","","","80",NA,NA,"","","","","","","","Other","Walked Away",0,0,1,0,0,"","Cohoes","NY",42.773777,-73.70793
"91",12065,"Attempted Abduction",1253110,"Closed","Internet",NA,"12:00 AM","Retail - Other","Unknown","Clifton Park","NY","Saratoga",541113,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Hispanic","","","70",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Clifton Park","NY",42.853676,-73.78445
"92",12110,"Attempted Abduction",1206633,"Closed","Internet",2012-12-11,"12:00 AM","Home - Residence","Laura Dr & Garling Dr","Latham","NY","Albany",476485,476486,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Male","","","","","5","8","","","","","Male","","","White","","","",NA,NA,"40","","","Sedan, 4 door","","Gold","","Ran Away","",0,0,0,0,1,"None","Latham","NY",42.74964,-73.76802
"93",12180,"Attempted Abduction",1217496,"Closed","Internet",NA,"12:00 AM","Street","Lincoln Av & Francis St","Troy","NY","Rensselaer",488772,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","","","","","Ran Away","",0,0,0,0,1,"None","Troy","NY",42.731628,-73.66465
"94",12180,"Attempted Abduction",1188671,"Closed","Internet",2012-03-02,"6:00 PM","Street","Walker Ave & Collins Ave","Troy","NY","Rensselaer",456828,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","9","","","","","","Male","","","White","","","",NA,NA,"40-49","","","Van","","White","","Fought/Broke Free","",1,1,0,0,0,"","Troy","NY",42.731628,-73.66465
"95",12182,"Attempted Abduction",1276817,"Closed","Internet",NA,"12:00 AM","Street","4th Ave & 116th St","Troy","NY","Rensselaer",574532,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","White","","","25",NA,NA,"","","","Truck","","","","Unknown","",0,0,0,0,1,"Question","Troy","NY",42.785887,-73.66221
"96",12182,"Attempted Abduction",1276816,"Closed","Internet",NA,"12:00 AM","Street","5th Ave & 121st St","Troy","NY","Rensselaer",574531,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","White","","","25",NA,NA,"","","","Truck","","","","Unknown","",0,0,0,0,1,"None","Troy","NY",42.785887,-73.66221
"97",12202,"Attempted Abduction",1262060,"Closed","Internet",2016-01-02,"4:00 PM","Street","Second Ave & Putnam St","Albany","NY","Albany",553781,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","3","","","","","","Male","","","Black","","","31",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Albany","NY",42.640129,-73.76061
"98",12203,"Attempted Abduction",1255762,"Closed","Internet",2015-04-10,"6:20 PM","Street","Homestead Ave & Melrose Ave","Albany","NY","Albany",544992,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","22",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Albany","NY",42.678112,-73.82983
"99",12209,"Attempted Abduction",1262053,"Closed","Internet",2015-08-12,"3:45 PM","Street","Second Ave & Jeanette St","Albany","NY","Albany",553776,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Black","","","31",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Albany","NY",42.640813,-73.7856
"100",12209,"Attempted Abduction",1262054,"Closed","Internet",2016-11-01,"3:10 PM","Street","Frisbie Ave & Garden St","Albany","NY","Albany",553777,553782,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","11","12","","","","","Male","","","Black","","","31",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Albany","NY",42.640813,-73.7856
"101",12209,"Attempted Abduction",1262055,"Closed","Internet",2016-01-02,"3:30 PM","Street","200 Delaware Ave","Albany","NY","Albany",553778,553784,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","13","14","","","","","Male","","","Black","","","31",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Albany","NY",42.640813,-73.7856
"102",12210,"Attempted Abduction",1223611,"Closed","Internet",NA,"3:35 PM","Street","Arbor Dr","Albany","NY","Albany",496273,496274,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","6","10","","","","","Male","","","Black","","","",NA,NA,"30-39","","","Van","","Silver","","Ignored/Refused","",0,0,0,1,0,"","Albany","NY",42.656679,-73.75894
"103",12210,"Attempted Abduction",1274634,"Closed","Internet",2016-08-08,"12:00 AM","Retail - Food/Conv/Gas","40 Delaware Ave","Albany","NY","Albany",571571,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","23",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Albany","NY",42.656679,-73.75894
"104",12306,"Attempted Abduction",1245488,"Closed","Internet",2015-11-03,"3:15 PM","Street","Floral Ave","Rotterdam","NY","Schenectady",528690,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","13","","","","","","Male","","","White","","","",NA,NA,"60-69","","","Van","","Gold","","Fought/Broke Free","",0,0,0,1,0,"","Schenectady","NY",42.793326,-73.98942
"105",12401,"Attempted Abduction",1272836,"Closed","Internet",NA,"4:10 PM","Street","E Chester St","Kingston","NY","Ulster",569075,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","White","","","63",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Unknown","Kingston","NY",41.932315,-74.02259
"106",12443,"Attempted Abduction",1219092,"Closed","Internet",NA,"9:45 PM","Street","Main St & Schoolhouse Rd","Hurley","NY","Ulster",490658,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"20-29","","","","","Gold","","Adult/Child Intervened","",0,0,0,0,1,"Unknown","Hurley","NY",41.92674,-74.06797
"107",12477,"Attempted Abduction",1204016,"Closed","Internet",2012-03-10,"3:51 PM","Street","Bruin Dr & Buffalo Rd","Saugerties","NY","Ulster",473621,NA,NA,NA,NA,NA,"White","","","","","","Male","","","","","","6","","","","","","Male","","","White","","","",NA,NA,"22-29","","","Sedan, 4 door","","White","","Ignored/Refused","",0,0,0,0,1,"Play with other children","Saugerties","NY",42.085634,-73.97685
"108",12520,"Attempted Abduction",1282668,"Closed","Internet",NA,"3:00 PM","Street","Curie Rd","Cornwall-On-Hudson","NY","Orange",582271,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","Female","","Unknown","Unknown","","",NA,NA,"60-69","60-69","","","","","","Ignored/Refused","",0,0,0,0,1,"None","Cornwall On Hudson","NY",41.442589,-74.01389
"109",12534,"Attempted Abduction",1257790,"Closed","Internet",NA,"12:00 AM","Street","South 3rd St & Allen St","Hudson","NY","Columbia",547740,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","Black","","","53",NA,NA,"","","","","","","","Ran Away","The child threw a brick at the suspect's vehicle",0,0,0,0,1,"Unknown","Hudson","NY",42.22948,-73.75846
"110",12572,"Attempted Abduction",1200836,"Closed","Internet",2012-01-08,"12:00 AM","Home - Residence","Unknown","Rhinebeck","NY","Dutchess",470128,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","White","","","20",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Rhinebeck","NY",41.930983,-73.88271
"111",12594,"Attempted Abduction",1250370,"Closed","Internet",2015-09-06,"12:00 AM","Home - Residence","6 Holly Hill Dr","Wingdale","NY","Dutchess",536462,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","56",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Wingdale","NY",41.646584,-73.56209
"112",12601,"Attempted Abduction",1276151,"Closed","Internet",2016-05-09,"6:10 PM","Street","S Rd & Beechwood Ave","Poughkeepsie","NY","Dutchess",573685,573688,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Van","","White","","Other","Children left the area",0,0,0,0,1,"Conversation","Poughkeepsie","NY",41.701443,-73.91922
"113",12771,"Attempted Abduction",1202939,"Closed","Internet",2012-06-09,"2:15 PM","Street","Pennsylvania Av & Franklin St","Port Jervis","NY","Orange",472441,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"Unknown","","","Van","","Red","","Ignored/Refused","",0,0,0,1,0,"","Port Jervis","NY",41.374734,-74.66315
"114",12801,"Attempted Abduction",1262370,"Closed","Internet",2016-06-02,"5:00 AM","Home - Residence","Broad St","Glen Falls","NY","Warren",554218,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","White","","","32",NA,NA,"","","","","","","","Fought/Broke Free","",0,0,0,0,1,"None","Glens Falls","NY",43.312104,-73.64825
"115",13039,"Attempted Abduction",1207778,"Closed","Internet",2012-11-12,"12:00 AM","Parking Lot/Garage","8060 Brewerton Rd","Cicero","NY","Onondaga",477735,477736,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","13","1","","","","","Male","","","Unknown","","","",NA,NA,"30","","","Sport Utility","","Black","","Unknown","",0,0,0,0,1,"Questions","Cicero","NY",43.171707,-76.09505
"116",13068,"Attempted Abduction",1213121,"Closed","Internet",NA,"12:00 AM","School - Bus Stop","Collins Rd & Asbury Rd","Freeville","NY","Tompkins",483785,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"20-26","","","","","Blue","","Adult/Child Intervened","",0,0,0,0,1,"None","Freeville","NY",42.505075,-76.35283
